Kutai Timur,12755
Berau,14582
Penajam Paser Utara,13636
Mahakam Ulu,9381
Kota Balikpapan,17482
Kota Samarinda,16345
Kota Bontang,18861
KALIMANTAN UTARA,10568
Malinau,11436
Bulungan,10997
Tana Tidung,9037
Nunukan,8598
Kota Tarakan,12961
SULAWESI UTARA,12450
Bolaang Mongondow,11756
Minahasa,14035
Kepulauan Sangihe,12839
Kepulauan Talaud,9953
Minahasa Selatan,12986
Minahasa Utara,12846
Bolaang Mongondow Utara,10434
Siau Tagulandang Biaro,9335
Minahasa Tenggara,11981
Bolaang Mongondow Selatan,10519
Bolaang Mongondow Timur,10600
Kota Manado,15755
Kota Bitung,13804
Kota Tomohon,13503
Kota Kotamobagu,12337
SULAWESI TENGAH,10934
Banggai Kepulauan,8723
Banggai,11000
Morowali,12527
Poso,10314
Donggala,9337
Toli-Toli,9295
Buol,9410
Parigi Moutong,11194
Tojo Una-Una,9200
Sigi,9659
Banggai Laut,9184
Morowali Utara,10258
Kota Palu,16269
SULAWESI SELATAN,12773
Kepulauan Selayar,10589
Bulukumba,12456
Bantaeng,13310
Jeneponto,10691
Takalar,12014
Gowa,11103
Sinjai,11111
Maros,12709
Pangkajene dan Kepulauan,13209
Barru,12559
Bone,10538
Soppeng,10929
Wajo,13957
Sidenreng Rappang,13604
Pinrang,13419
Enrekang,12571
Luwu,11634
Tana Toraja,8595
Luwu Utara,13390
Luwu Timur,14381
Toraja Utara,9753
Kota Makasar,18878
Kota Parepare,15408
Kota Palopo,14837
SULAWESI TENGGARA,10992
Buton,8607
Muna,9526
Konawe,11763
Kolaka,13941
Konawe Selatan,10574
Bombana,9957
Wakatobi,11199
Kolaka Utara,11941
Buton Utara,9119
Konawe Utara,11104
Kolaka Timur,9420
Konawe Kepulauan,8286
Muna Barat,8858
Buton Tengah,8825
Buton Selatan,8684
Kota Kendari,16002
Kota Baubau,12260
GORONTALO,11937
Boalemo,10720
Gorontalo,11110
Pohuwato,11872
Bone Bolango,11935
Gorontalo Utara,10678
Kota Gorontalo,14285
SULAWESI BARAT,10516
Majene,11299
Polewali Mandar,9999
Mamasa,8779
Mamuju,10682
Mamuju Utara / Pasangkayu,12644
Mamuju Tengah,9484
MALUKU,9900
Maluku Tenggara Barat / Kepulauan Tanimbar,7342
Maluku Tenggara,8738
Maluku Tengah,11532
Buru,11562
Kepulauan Aru,8650
Seram Bagian Barat,9854
Seram Bagian Timur,10204
Maluku Barat Daya,7776
Buru Selatan,8664
Kota Ambon,15549
Kota Tual,8401
MALUKU UTARA,9613
Halmahera Barat,8705
Halmahera Tengah,9361
Kepulauan Sula,8251
Halmahera Selatan,8515
Halmahera Utara,8815
Halmahera Timur,9227
Pulau Morotai,7775
Pulau Taliabu,7503
Kota Ternate,14945
Kota Tidore Kepulauan,9539
PAPUA BARAT,9115
Fakfak,8401
Kaimana,9481
Teluk Wondama,9192
Teluk Bintuni,10799
Manokwari,13364
Sorong Selatan,-
Sorong,-
Raja Ampat,-
Tambrauw,-
Maybrat,-
Manokwari Selatan,6373
Pegunungan Arfak,6043
Kota Sorong,-
PAPUA BARAT DAYA,9076
Raja Ampat,9109
Sorong,8617
Sorong Selatan,7227
Maybrat,6074
Tambrauw,5827
Kota Sorong,14664
PAPUA,11342
Merauke,-
Jayawijaya,-
Jayapura,11088
Nabire,-
Kepulauan Yapen,8752
Biak Numfor,10823
Paniai,-
Puncak Jaya,-
Mimika,-
Boven Digoel,-
Mappi,-
Asmat,-
Yahukimo,-
Pegunungan Bintang,-
Tolikara,-
Sarmi,7713
Keerom,10109
Waropen,7960
Supiori,6786
Mamberamo Raya,5568
Nduga,-
Lanny Jaya,-
Mamberamo Tengah,-
Yalimo,-
Puncak,-
Dogiyai,-
Intan Jaya,-
Deiyai,-
Kota Jayapura,15522
PAPUA SELATAN,9983
Merauke,11260
Boven Digoel,8796
Mappi,7364
Asmat,6495
PAPUA TENGAH,8036
Mimika,12745
Dogiyai,6856
Deiyai,5743
Nabire,10093
Paniai,7719
Intan Jaya,6622
Puncak,6496
Puncak Jaya,6194
PAPUA PEGUNUNGAN,5861
Nduga,4773
Jayawijaya,8750
Lanny Jaya,5102
Tolikara,5802
Mamberamo Tengah,5119
Yalimo,5305
Yahukimo,5997
Pegunungan Bintang,6300
INDONESIA,12802
