created_at,full_text,id_str
12/02/2025,memang yang pinter pinter yang kabur. Rata rata S2 dan Tenaga Ahli khusus kesehatan atau teknologi,6964243560356103169
12/02/2025,Ya memang😁,6830364542260102146
12/02/2025,"yg kabur itu bukan masalah pinternya bang, tp yg mau dan mampu",6553379994424262657
12/02/2025,kenapa tuh,6922652214558491650
12/02/2025,"yaa justru ituu, rata rata yg pinter paka kabur buat nambah pengetahuan",7346882649775211521
12/02/2025,udh psti,7362201957328765957
12/02/2025,wajib.,7231882011153220634
12/02/2025,justru dilihat lihat yang waras pada kabur bang,6889249068036408321
12/02/2025,"Memang kebanyakan yg kabur itu yang pinter, walaupun mungkin kurang mampu biayain hidup diluar negeri tpi punter dapet beasiswa😭😭😭 keren sumpah",7395094219944510469
12/02/2025,Emangnya pinter disini dapet apa🗿,6946504701311697922
13/02/2025,apa yang mau di syukuri jika hidup di negara korupsi🤪,7043352694656009217
13/02/2025,"ga semua hrus uang bro, lu bljr yang giat dpt beasiswa udh lu bsa kluar ngri , ( bawa duit ya bebrrapa lh ) cri part time di sana banyak ko",7366623213537297414
13/02/2025,"Sejauh ini temen-temen gua yang ke luar negeri gaada cerita ngeluh sih bang, yang ada malah mereka makmur disana",7158676386420589570
13/02/2025,"otak yang cerdas. Mereka rasional, lebih baik ninggalin negara yang udah gak peduli sama mereka daripada bertahan dikekang",7158676386420589570
13/02/2025,"atau seenggaknya yang ngelooa keuangannya buruk? kagak anjir, yang out tuh mayoritas yang bakatnya gak guna di Indo, yang punya duit, dan punya..",7158676386420589570
13/02/2025,"Masalahnya 120 juta orangnya orang-orang yang potensial bang. Ya mikir aja, emangnya menurut lu yang out ke Indo orang miskin semua?",7158676386420589570
13/02/2025,"Jujur gua juga pengen out dari Indo bang, cuman gaada uangnya :(",7158676386420589570
13/02/2025,"dan mempunyai otak yang maju, mreka ga mau stuck di indo dengan kek gini potensi mreka bisa lebih jika ke negara yang tepat",7366623213537297414
12/02/2025,"eh ndan, maap lewat timeline gini😁",6884035212675941377
12/02/2025,"menurut lo problem nya cuma di kerja? gw kebetulan korban di ""hukum"" negeri ini, yang gila serba uang dan ga pernah beres, bulak balik masuk sidang buat muter uang di orang serakah",6884035212675941377
12/02/2025,aowkkwk yg mau ke luar negeri itu gak butuh makan siang gratis. kalian dari dulu tuh dikasih tau kalo programnnya salah sasaran dan ga efektif masih aja ngueyel,7130791288647435270
12/02/2025,Kasih paham dit,6745372333475873794
12/02/2025,"gpp bagus pindah aja, ngurus negera yg wargqnya 270 jt tu cape kebnyakan siapatau kalo pada pindah jadi 150 juta wkwkw",7460043199194383378
12/02/2025,"lagian juga sebenernya ga perlu buat gaji gede ampe 2 digit karena kebutuhan orang relatif, yang penting perusahaan mau manusiawi aja buat nunjang hak pekerjanya, lu liat loker sekarang udah nuntut banyak dapet benefitnya dikit",6785535803038286850
12/02/2025,orang yang kepikiran keluar artinya paham gimana krisisnya keadaan negara ini dan cuma orang yang mau mikir yang bisa paham jadi kalo mereka pergi gimana negara kita ini nanti,6958805050286982146
12/02/2025,dari ketikan lu aja udah ketebak,7063640639855051802
12/02/2025,"persetan value, kalah ama ordal",6785535803038286850
12/02/2025,lu punya value ga bre pengen digaji gde?klo skil lu masih gampang digantikan orang lain ga usah berharap gaji gde,7063640639855051802
12/02/2025,"salah satu kesalahan dalam hidup, lahir di indo😹",6867730496127484930
12/02/2025,terus kek gininya... biar saingan ga banyak😍,7031893980078687258
17/02/2025,🗿☕,7093733328416048155
16/02/2025,Malaysia lah 🗿 sebab Malaysia paling dekat 🗿,7276325760003982343
16/02/2025,mana pemerintah udah gerak belum?,7378865312831816710
16/02/2025,ngak pa pa asalkan timnas Indonesia ke piala dunia 🗿,7276325760003982343
16/02/2025,gw tetap di indo bang gamau pindah,7157581287133824002
03/05/2025,yallah bener bener aku sudah tidak tahan denga pertemanan di Indonesia😞,7399668774466012165
16/02/2025,Aku sama kaka ku juga udah persiapan nanti kalo lulus sekolah mau berusaha kerja buat ninggalin indonesia,7038475464633795586
16/02/2025,selesai kuliah otw thailand🗿,7388870565296014342
21/02/2025,"selesai sekolah pindah ke Korea
#pindhajadlu",7119768376264573979
21/02/2025,"""melawan negara sendiri""",7102024701954196507
16/02/2025,kerja dijepang aja deh kalo gini,7423058607618802693
15/02/2025,TADI LEWAT FYP BARUSAN💔,7361429838789870597
22/02/2025,#kaburajadulu,7355483009439712262
22/02/2025,dipaksa sehat di negara yang sakit🥀,6911527949683721218
22/03/2025,all is lost save yourself,7466786459455587336
21/03/2025,tunggu aku korea,7231553881628853275
26/02/2025,"kebanyakan orang pergi negara swiss, prancis, jerman dll yg mrka tau lolz😂",7221024850910282754
26/02/2025,Gara” Indonesia sudah makin kacau karena gaji nya dikit” banget beda kaya luar negri banyak sudah sampai 2.000euro pantesan banyak orang hastag #Kaburajadulu,7424798531514336262
26/02/2025,aku lagi belajar untuk tinggalin negara ini,7043429707115938818
21/03/2025,Mampir ke vt terbaru gw euyy,7429404045720962054
16/02/2025,anak zaman dulu ama anak zaman sekarang beda🥱,7180664167732593666
16/02/2025,#kaburajadulu,7227049551327593473
26/02/2025,"p, jadi ke ingat apa kabar hacker Indonesia sekarang",7242657439052235778
28/02/2025,trend nya jan bubar sebelum gwe ikut trend #kaburajadulu,6812752584215135234
21/03/2025,kita harus bisa ngereformasi lagi negara ini!!,7475616988112503826
02/03/2025,2030 terpecah belah Indonesia,7426717335576232965
03/03/2025,wajar GK sih soalnya kan kalo ngelamar kerja di Indonesia GK mudah harus lulus S1 S2 S3 udh mana gitu gaji karyawan telat Mulu,7464569155715810320
12/02/2025,nice,7418767124791591953
12/02/2025,mnding ke poland/aust,7418767124791591953
13/02/2025,masih berada di zona nyaman,6772363213985072129
12/02/2025,"saking tingginya, jadi sarang okeb",6876356287664980993
16/02/2025,keadilan bagi yang ber(uang),7351400698351322117
16/02/2025,summer nanti nyusul wkwk,6940507204329358337
16/02/2025,#kaburajadulu,6645268592793944069
21/02/2025,tamat smp nanti gw pindah negara bareng keluarga gw.,7257131739624113158
13/02/2025,gua kalo ga ngurusin abang gua yg autism udah lari dari negara ini,6901131465364816898
12/02/2025,pengen kabur aja dulu tapi belum lulus,7415668905441494022
14/02/2025,real bro krna negara sendiri aja susah kerjaan,6912421523577357314
15/02/2025,"sekarang: #kaburajadulu
dulu: #dirumahaja",7369746765841138693
15/02/2025,mungkin lulus sekolah ini mungkin saya jugak pindah kewarganegaraan aja GK si mumpung keluarga jugak ada di Malaysia biar cari kerja GK susa 🤔🤔,6825275845466129410
13/02/2025,Ya Allah izinkan hamba koin tren ini segera dengan cara baik #kaburajadulu,6962082355541541889
13/02/2025,"lulus smk otw australia
#kaburajadulu",7084850132026541061
14/02/2025,"laagi belajar bahasa jepang
#KaburAjaDulu",6924143657546630145
15/02/2025,"tamat sekolah
otw kamboja🔥",6956088677101749250
12/02/2025,"sabar, nabung dulu nanti otw #kaburajadulu",7469043406712095751
12/02/2025,kerja serius gaji bercanda😘😘 #kaburajadulu,7119483577683969026
13/02/2025,tikus aja bermaharajalela masa sih mau duduk diam,7462302613699511297
12/02/2025,"gw bakal ke Jepang gw bakal usaha dari sekarang awas aja
#kaburajadulu",7124937746565252097
14/02/2025,"Japan I'm coming
#kaburajadulu",7189968052702856198
15/02/2025,"aku punya niat buat kabur bukan karena ""tidak ada jiwa nasionalisme""
tapi karena ""tidak ingin menjadi beban yang tidak produktif""",6887585995539219457
15/02/2025,"gw udh duluan ke jepang nih tepat nya Okayama,yg msh proses semangat bro🔥",7032169304879809542
14/02/2025,"Info cara pindah kewarganegaraan gmn yaa, kepengen #kaburajadulu",6956109681915986946
14/02/2025,"gua Mao kmn jir, ini emang udh takdir disini tempat gua lahir😌🙏",7292826084860904454
14/02/2025,"lulus SMA otw korea
#kaburajadulu",7327586115502113798
14/02/2025,judul lagu,7008346406243369985
06/03/2025,"hati"" yaaa",7444578828809274375
14/02/2025,Indonesia kebanyakan kerja harus ada pengalaman dan kebanyakan tamatan SMA juga semua fresh graduate,6954655140247602177
15/02/2025,aku tunggu kumpul uang 2m modal usaha di Dubai kumpul 200t kasih modal orang Indonesia 😁,7117936886219752475
15/02/2025,nah loo,6851865766997099522
13/02/2025,bener,7308258915115860997
13/02/2025,sekalipun gua pindah tetep gua gak akan pernah lupa ke rumah sendiri gimanapun ini tempat gua lahir dan besar,7395495938628994049
13/02/2025,kalo negara bisa di reset dari awal bakal gw reset,7308258915115860997
12/02/2025,ok thanks bro,7155390067669337114
12/02/2025,Amin😁,6639015414724558849
11/02/2025,kecewa dng sistem yg kek gimana bro?,6958565940159235073
11/02/2025,kalau sistem nya sih ya sah sah aja cuman kecewanya ya kayak pergaulan sama tauran udh gitu dari pihak sekolah pun pura pura ga tau,7029296735411913734
11/02/2025,"sebenarnya tawuran dll itu emng dari siswa itu sendiri, bukan karna guru atau sekolah, mereka jg kagak ngajarin buat tawuran, seandainya seorang siswa itu sadar sendiri, mereka gk bakal ngelakuin hal gituh. sekolah bukan gk peduli, mereka tuh gk tau, dan jg klo info tawuran itu beredar yang bakal jelek namanya jg sekolah, jdi gk mungkin sekolah pura pura gk tau",6958565940159235073
12/02/2025,"yang bener bener urusan guru dan pura pura gatau itu konflik siswa ke siswa lewat umpatan, padahal semua masalah besar kayak main tangn dll dari situ",6995420418194703386
12/02/2025,apa salahnya aku berusaha biar bisa kerja di Australia,7301205555639600133
12/02/2025,"yang bilang gampang siapa itu kan keinginan ku bekerja di pertambangan thiees di Australia,bukan fomo kaburajadulu",7301205555639600133
14/02/2025,apa kabar yg ijazah nya elektronik gw yg bulan depan lulus aja ijazah nya elektronik peraturan apaan ini anj,6849119502333838337
14/02/2025,"apa yg mau dibangun kalau semua mua di korupsi? apa yg mau dibangun kalau ujung""nya gak di hargai? Carilah tempat dimana kamu dihargai dan dianggap ada.",7217271736197825562
14/02/2025,membangun negri apanya ?,6543752867671621633
14/02/2025,membangun hahaha tanyain lah sama orang2 tua yg duduk manis di DPR noh yg bikin sulit negara #kaburajadulu,6812942977838793729
14/02/2025,membangun? kau itu membangun perut pejabat bukan membangun negeri,6886751848666596353
14/02/2025,eh iya indonesia kan setau gua berlandaskan kedaulatan rakyat kan ya?jadi kalo seluruh warga negara bisa kompak harusnya bisa sih buat bantu ngebangun negri,7046493255710721050
14/02/2025,"bener juga sii tapi melihat generasi sekarang mustahil ngak ada kompak""nya giliran tawuran bikin rusuh dalam negri banterr 🥵",6910208863007425537
14/02/2025,"Kita membangun neger!i, warga sipil seperti kita bisa apa bang?",6710602373482693634
14/02/2025,lagian sampean kok kocak bang 😂anak emas aja banyak yang enggak di hargai di negara sendiri dari saking banyaknya persyaratan malah sukses di negara orang 😂,6958005156789961734
14/02/2025,yg bilang anak mas siapa bro?,7080809172505953281
14/02/2025,slow 🤣 kalau gak bisa baca ngapain gue balas komenan😂,6958005156789961734
14/02/2025,"maaf ya, kak. Bukannya Anies ini udah ngga ada jabatan apa apa? knp masih disangkut pautin gini? Lagian juga masa gitu, kan yang menjabat Prabowo.",7003964921214469146
14/02/2025,"anak mas? kan gw bilang generasi emas,gak bisa baca kah?",7080809172505953281
14/02/2025,"berarti pemotongan anggaran, dan kelangkaan gas lpg kemarin salah nya anis ya?",6785185729162298369
14/02/2025,gimana ga lawak di sini kerja harus nyogok broo 15jt pula😂 paling murah 7 JT orang kerja mau dapet duit malah ngeluarin duit terlebih dahulu...,7439717084654879761
14/02/2025,iya bang Lo yang paling ANAK MAS 🤣😭,6958005156789961734
12/02/2025,lulus SMP dulu cil,6963227820747293702
12/02/2025,Pp anime😂,7068598539181523969
12/02/2025,wibu sedang menghayal kuliah di singapur,7275289712309879813
12/02/2025,Singapura aja udah,7093490071585145882
12/02/2025,udah dongengnya?,7147115400341144603
12/02/2025,di indo s1 gaji 3juta😹,6825138439408026626
12/02/2025,@pisipisi,7336787368832451590
12/02/2025,"sama, bedanya aku jatim",7362790440775697413
12/02/2025,"Jadi, dengan cara Anda sendiri, malah ngatain atau menyumpahin biar jadi perdagangan manusia. Parah sih, aslinya bisa ditanyain kenapa alasannya, tapi malah disumpahin. Ciri khas banget Indo-nya, bre. 😁",6571263216503750658
12/02/2025,"Kalau Gen Z mau keluar negeri, pasti ada alasannya. Misalnya, kalau ada yang takut karena isu perdagangan manusia, itu sebenarnya tergantung pada kita sendiri. Di video-video dijelaskan cara menghindarinya, misalnya dengan beasiswa kuliah atau cara lain yang aman. Intinya, kalau ada orang yang mau keluar negeri, jangan langsung disalahkan atau dihujat. Dukung saja dengan memberikan informasi yang benar dan cara yang aman.😁",6571263216503750658
11/02/2025,makanya gara2 g di suport pemerintah. mafia human trafficking datang dengan topeng cari kerja di luar negeri.,6902394961791173634
11/02/2025,"hahahah, alasannya pen kabur muncul",7450830613684257800
11/02/2025,"Di Indonesia Kebanyakan Regulasi, Dan Arahan Ga Jelas Bang. Mumet Sumpah 😑",7139877771748525058
11/02/2025,hadeh ini yang bikin orang pada mau kabur bukan nya di support atau di bantu🙄 malah di sumpahin,6571263216503750658
11/02/2025,jaman sekarang masih belain indo jir😹,6876975320059577346
11/02/2025,omongan lu ga banget bro,6957856553584919557
11/02/2025,mudah2 an dapat lo di Kamboja ya bang.,6902394961791173634
11/02/2025,"karir sy di negara kaya, bisa aja tuh jd manager...dengan income 10X dr indo dengan posisi yg smaa 🤣🤣",7450010936565859344
12/02/2025,yang mau ke kamboja siapa bjir 😂,6957572833539507201
11/02/2025,Yang mau kabur ke kamboja siapa?hadeh pantes pada mau pindah🤣,6840371694626374657
11/02/2025,giliran kena di kamboja minta tolong presiden,7175714187283317786
13/02/2025,"Kabur itu bukan pilihan bg, tapi kebiasaan pecundang",7091375164340339739
13/02/2025,iya katanya ada masalah di 2030 nanti dari kejadian sekarang aja mulai keliatan,7295663337705276421
12/02/2025,"ya org yg kabur ga asal2an bro wkwk, dlm pikiran lo tuh org yg kabur tu asal beli tiket? asal pilih agen? ya kaga anjir, inimah logika doang",7082274408954561537
12/02/2025,iya duitnya buat kabur makanya selamat 🤣,6704570220360926209
12/02/2025,silahkan,6997707272676885506
12/02/2025,bertahan hidup😭,7459761167419081733
12/02/2025,menyelamatkan diri dari?,6936195917343605762
12/02/2025,"klo anda mungkin tersesat klo kami akan cari tau dulu ttg culture, sosial masyarakat dan hukum yg berlaku yg akan kami kunjungin tsb",6704570220360926209
12/02/2025,ya ga asal pergi dong,6840652607176360965
12/02/2025,alasannya nyelamatin diri tp nnti malah tersesat di negeri orng lain😁,6927618351058584578
14/02/2025,"yauda si sana, gd yg pduli lu prgi ap ngga",7360549385274999813
14/02/2025,wibu mimpi vt😂🙏 dipikir kuliah diluar modal pinter mtk & ipa😂 bahasanya jyga wajib dek,6569115129278021634
13/02/2025,🤣🤣,6983336512332350466
13/02/2025,"kakaknya bilang mau kuliah kakekkkkkk, cari ilmu disana. trs kalo sekalian kerja dan cari duit disana kenapa dah? 😹😹😹😹",6881233867785978882
13/02/2025,belajar gak tu bedain belajar sama mau cari uang di luar negri dekk🤣,6830637115849737217
13/02/2025,lah dia cuma mau belajar di LN. knp lu sewot bgt,6881233867785978882
12/02/2025,mimpa mimpi vt lo wibu no emg mau keluar belajar bergaul aja dlu,6830637115849737217
12/02/2025,ngerantau ny msh di indo wajar aja😂.,7452752298466853896
12/02/2025,"lah mimpi2 gw, cobaan hidup org kan beda.",7452752298466853896
12/02/2025,lawak kau dek dek cobain merantau aja dlu kalo uda kuat baru ke luar negeri haha,6830637115849737217
12/02/2025,"nyusul nanti saya,tapi saya kerja",7454518094758855686
12/02/2025,siap.,7452752298466853896
12/02/2025,Yaudh hati hati 😹,6963976329562457090
12/02/2025,"buat apa, impian gw ke kuar negri 🤭",7452752298466853896
12/02/2025,giliran ada apa apa di luar ngadu ke pemerintah indo 🗿😹,6963976329562457090
12/02/2025,😂,7269869445664834566
12/02/2025,reall cuy,7318404091705017350
12/02/2025,😂,7067759393223722010
14/02/2025,duniawi terus yg di kejar[laughwithtears],7075533858771829762
06/04/2025,andai dpr pejabat DLL cuma presiden doang yang ada sama kaya luar negri mungkin kita udh ngalahin teknologi cina,7018523623128794139
15/02/2025,ceritanya pasti seruh,7369048938509681669
15/02/2025,ternyata dulu bukan dijajah sm Belanda melainkan negara sendiri🗿,6935236822192931842
15/02/2025,"kerja 2 tahun aja, trus sambil lpk ke jepang. kalo udh siap tinggal #kaburAjaDulu",6969175620807001089
15/02/2025,garuda kita sudah jatuh….,7159554738560025602
12/02/2025,#kaburajadulu,7060915661035521051
15/02/2025,pinter bnget pada pindah nanti org luar ke indo 🥰,6784649524116718593
15/02/2025,S2 BJIRRRR,7180642421730395163
12/02/2025,oke setelah lulus #kaburajadulu,6917087841004684290
15/02/2025,"""garuda sedang terluka digigit tikus""
emng kata nya ga seberapa tapi arti nya bikin menvgila",7454503937824130056
15/02/2025,kerja ngumpulin duit lanjut kerja di jepang abis tu nikah ama cwe jepang😋,6960504050782815238
12/02/2025,"yaiyalah bg, kalau pintar disini ga dihargai, mending keluar",7137621812653802497
12/02/2025,iya lah ilmu kita di indo ga dihargai soalnya,6824691633842390017
12/02/2025,@y @nyanya 🐈 @akulita 😔,6731155030646309890
12/02/2025,"kebanyakan gitu bg, ambil beasiswa di luar negeri, sambil kerja gitu deh",6786607557508563970
12/02/2025,Ya emng,7148410965356561410
12/02/2025,soalnya di sini yg pintar kalah bre mknya pada muak wkwk🥰,7114338142827856923
12/02/2025,ya pasti lah… yang ga pinter mana ada kepikiran pindah negara 😔,6946239396242064386
12/02/2025,gak yang kabur rata-rata SDM rendah smeua😂,7262709600053527558
12/02/2025,ya emang,6797216609931232258
12/02/2025,negara aja ngak peduli soal pendidikan kok,6873468284994372609
12/02/2025,bukannya emang ya??,7100188548305077274
13/02/2025,biayanya gmn hayo 😹🔥,7436632175388296208
12/02/2025,aamiin,7238744071581516818
12/02/2025,"ikutan bre, lulus SMK mau langsung masuk lpk",7454518094758855686
13/02/2025,"sama kita broo, tamat smk, masuk lpk lalu ke jepang ☺️",7263444295078790150
13/03/2025,join bg gw juga tamat SMK lgsung ke jepang,7086315082409903131
15/03/2025,btw aku cwek kak😭,7263444295078790150
14/02/2025,"dan lu nyanggah komen gw diawal sampe tantrum dluan, gw bantu jelasin dan, terakhir gw kasih penjelasan mungkin Krn lu kurang paham malah tantrum dluan😂",7179929983823922177
14/02/2025,"say it and louded dude, Lil bro",7179929983823922177
12/02/2025,lah emang lu pergi ke situ nol kah? semua itu belajar mau lu ke jp ke ausie Amrik itu ada test bahasa makanya di bilang yg pergi keluar itu rata' orang pinter,7179929983823922177
13/02/2025,kok kalian bertengkar?,7263444295078790150
13/02/2025,"gak bertengkar cuma jelasin ke orang bebel aja, disangkanya orang"" yg ke LN itu cuma modal ngomong yes"" aja . akhirnya kena sendiri",7179929983823922177
13/02/2025,Oalah gtu toh,7263444295078790150
13/02/2025,aamiin,7222565986661942298
13/02/2025,sama bro,7124442844731966490
12/02/2025,kak? ikut,6689412281505825794
13/02/2025,gass,7263444295078790150
12/02/2025,silahkan,6997707272676885506
12/02/2025,ikutan bro,6880868225190724613
13/02/2025,halah pret ga segampang itu,6768825547683726341
13/02/2025,"huh? lu pahami dah kata"" komen lu sendiri, ke jepang gak 1 atau 3 kata bro really? di situ sebelum lu berangkat udh di ajarin les pas sampe juga pergi ke senta selama sebulan untuk pemantapan, trus lu pikir yg pergi itu modal ngak nguk doang kah?",7179929983823922177
13/02/2025,kenapa aku lahir menjadi wni?,7323497172480525318
13/02/2025,iya bang,6901131465364816898
12/02/2025,"potensi jadi animator atau artist terkenal ada, tapi bagus deh mereka lebih pilih jual karya/jasa mereka di luar negeri toh di sini mau yg praktis dan GRATIS kayak AI 😹😹",7417073941574026246
12/02/2025,potensi mengeluh,6759685955076506625
12/02/2025,"bagus, biar yg pinter pada kabur semua ke luar, yg berpotensi buat ngembangin dan benerin sistem di indonesia pada ngabdi ke negara lain dan akhirnya indonesia cuma nyisa org² yes sir yg manut² konsumsi bare minimum yg dikasih sama negara, yippiee",7291316015177581574
12/02/2025,"digaji rendah malah disuru bersyukur wak, yang di atas joget joget noh 😹",6785535803038286850
12/02/2025,kalo lo korban coba aja resign terus tanya org baru yg gantian lo apakah mereka bersyukur bisa dapat pekerjaan,7029317302408840194
12/02/2025,Yang out ke luar negeri itu menurutku justru orang-orang yang punya potensi lho.,7158676386420589570
12/02/2025,hahahah bersyukur atas semakin ditindas?,6884035212675941377
15/02/2025,apakah ramalan the simson benar terjadi💀,7038571037562979333
16/02/2025,#kaburajadulu,6956480982119875589
12/02/2025,Rakyat : saya meragukan kerja pejabat negara ini,6798486172287206401
12/02/2025,"Lebih baik hujan Emas di negeri orang,
daripada hujan batu di negeri sendiri
😁😁😁",6890767425949811717
12/02/2025,"2 trend paling relate
1 : #percumalaporpolisi
2: #kaburajadulu",82105657531
12/02/2025,dpt apa dg nasionalisme 😂,6847458586806830082
12/02/2025,di indo nganggur,6817305136919331841
12/02/2025,emang nasionalisme Bahlil kyk gimana sih???,7031167818067198978
12/02/2025,"kerja serius gaji bercanda🤣🤭
#kaburajadulu",7198608581716149275
12/02/2025,Kerja di indonesia = dikerjain🗿,7458015727473263622
12/02/2025,malah nambah yakin anak2 muda untuk #kaburajadulu 😅😅,7066546667730043905
12/02/2025,"Pejabat Indonesia ngomong Nasionalisme,,,,,?",7270866638093468677
12/02/2025,emg para pejabat punya nasionalisme,7037064775439975426
12/02/2025,kerja di luar negri itu bukan berarti gak nasionalis tp realistis. 😁,6832721907705267202
12/02/2025,kocag bgt bapak nya😂 aku mah kalo ada kesempatan juga #kaburajadulu,6921882428165293058
12/02/2025,tu menteri kek orng spesial anjir mukanya😹,6895463009734083585
13/02/2025,kami juga meragukan Nasional lisme para pejabat2.,7250795330387690502
12/02/2025,gw kalo punya uang juga pengin pindah ke luar negeri 😭,6520157567435784194
12/02/2025,"antri gas 3 kg = NASIONALISME🗿
#kaburajadulu",6959559950779745282
12/02/2025,"Tergantung pak, kami sayang negeri kami pertanyaan nya apakah negeri ini sayang rakyatnya?",6544659331836919810
12/02/2025,"nasionalisme itu bukan masalah hidup di dalam negeri atau luar negeri, tp sanggup membangun negeri tanpa korupsi.",6925422635741824001
12/02/2025,entah kenapa jiwa nasionalisme gw cuma muncul ketika timnas main aja🗿🤣,6803811783162250241
12/02/2025,pak Bahlil kita semakin ditantang semakin semangat loh🥰,7368466664687780869
12/02/2025,mulyono hama,7216084072035697691
12/02/2025,"Tidak perlu singgung nasionalisme BAHLIL, anda sudah benar memerintahkan bangsa ini dengan jabatan anda? Jika bertahan di negeri ini, apa jaminan anda soal lapangan pekerjaan dan gaji yang semua kena pajaknya tidak ketulungan.",7319820267848975368
12/02/2025,Tapi pada dasar nya enakan kerja di luar negri tinggal di luar negri 😂😂😂😂,6801832607389647874
12/02/2025,"Maksud nasionalisme Bahlil, kalo banyak yg pindah, pajak akan berkurang, dan gaji mrk seret",7046338645935129601
12/02/2025,"pak masalahnya ini negara mau dibawa kemana kita gatau tiba2 pajak naik, bahan pokok langka, semua harga barang tinggi, tp gaji rendah. gimana orang ga milih pindah coba diluar juga walau apa2 mahal setidaknya gajinya memadai",7037078070004237338
14/02/2025,someday i will 100% leave this country,22371825
12/02/2025,Info pindahan bareng bareng😌😌,7213920064403227649
12/02/2025,"hanya ada 2 kelompok yg bisa hidup nyaman di konoha:
1. pejabat
2. konglomerat",7425500440831263750
12/02/2025,pak bahlil saya otw pindah warga negara taiwan soalnya di indo umur 30 d anggep jompo pak,6827836277812675586
12/02/2025,"Saya cinta indonesia, tp indonesia ga cinta saya. Realistis aja, cari cinta yg setara 😌",6959203604087440385
12/02/2025,Di posting ulang sama nikitamirzani kak,6535712115293536258
12/02/2025,di luar negri gaji jaga kebon aja 200rb perjam kalo di indo ??,7437915989373895735
12/02/2025,#kaburajadulu,6871838971115275266
12/02/2025,"info cara pinda negara,bosan hidup di indo",7350303994172195842
12/02/2025,Gue takut pulang indo woi🤣,7394802979419653125
12/02/2025,saya sudah 7th disingapore walaupun cuma kerja babu tapi di Singapore terlalu nyaman hingga sangat malas balik Indonesia 🤣🤣,6766855188466680833
12/02/2025,q mlh pingin pindh negra pak😂😂😂,6820118106146767874
12/02/2025,nasionalisme ?? 😅,6908045088473121794
12/02/2025,"saya memang lahir di Indonesia tapi maaf
negara lain masih menghargai umur 45 dan tenaga sy yg cuma lulusan smp di gaji 10jt terimakasih uae 🇦🇪 ♥️smpai bisa nguliahin anak dn bikin rumah",7301815148023759878
12/02/2025,saya setuju dgn pak menteri 😇,7252571602440832005
12/02/2025,"nasionalisme.. ?? gaji gua 1,5 sebulan a.njjjjjj
#kaburajadulu",6889699401414001665
12/02/2025,apa hubungannga ke luar negri sama nasionalisme.,7107901297726768134
12/02/2025,2025-2030 menuju indonesia cemas...,7344931742065198085
12/02/2025,"s1 gaji 3,8juta doang kalau di luar negeri 2 digit bro",7103762868956529691
12/02/2025,Kalo lapangan kerja tersedia kita jg ga akan pergi keluar negri,6910768795230340097
12/02/2025,"perbanyak orang seperti ini yaa, hitung2 ngurangin saingan🤣",7291242639860876294
12/02/2025,kayak bisa bersaing aja bang 😂,6958344047971664897
12/02/2025,sebenernya nyari loker di indo ga susah susah banget tapi gaji nya terlalu sedikit cuma cukup buat beli seblak🥺🤣,7406580956541682694
13/02/2025,Masih Betah di Malaysia dan akan Di Malaysia selama nyaaaaaaaaaaaaaaaaaaa doain ya kawan kawan biar bisa nikah sama org Malaysia amin ya allah,6809776586951590913
12/02/2025,di luar negeri jg banyak WNI hidupnya susah,7411049872793814022
21/01/2026,bodoamat gw udah kabur ke manchester 😭😭,7454869269026440209
12/02/2025,"Selagi bahlil masih menjabat, gw gaakan balik wkwk 😭, masih betah d bulgaria",6729046481430807554
12/01/2026,"itu bukan pindah kocag, lu aja cuma liburan🤤😂",7325385098713613318
12/02/2025,"gue plh takut pulang ke indo pak,takut di tanya ko krja di luar negri udah 5thn belum beli tanah,rumah,sawah,gunung dan lautan 😭😭😭😭",6709625915309179905
12/02/2025,"gapapa udh hopeless jg ma indo, biar dah ancur"" sekalian dah 😂😂",6934171544113792001
14/02/2025,ternak mulyono ini,6618057699581083650
19/02/2025,sampai hari ini aq masih bangga koq jadi diaspora indo.. nama masih Eko Suharto koq di passport dan dokumen resmi lainnya,6870356883736593414
19/02/2025,"Ayo chill bro I already heard a lot from you, that’s enough to be honest 😭👏",7125595226693764097
20/02/2025,im an Indonesian descendant live in Malaysia and im very happy that my parents leave Indonesia to live here😂,6788452254316987393
19/02/2025,what you do for your country?? nothing???,6870356883736593414
19/02/2025,ada 300 orang di kantor di Indonesia,6870356883736593414
19/02/2025,"bahkan ada 2 satellite office yg saya dirikan di indonesia, di jakarta dan surabaya",6870356883736593414
19/02/2025,"dan fyi.. gw bangga koq jadi diaspora.. bukan cuma sekedar mengejek bangsa tapi saya sudah melakukan banyak untuk RI... sebagai executive di silicone valley, banyak tenaga kerja RI yg saya bawa",6870356883736593414
06/10/2025,"Negara lain udh jauh lebih maju, dan kerja sama edukasi di luar negeri juga lebih bagus, ini juga buat future mereka, apalagi dengan kondisi indo sekarang, mikir",7419346870944924705
06/10/2025,Kenapa coba,7419346870944924705
19/02/2025,"if u had then changed ur mind good for u, but i wont regret it since im not an indecisive person. once i decided i want something for my own good then i will fight for it. i AM being careful.",22371825
19/02/2025,statement lawak hahahah bye,7159384928487031809
18/02/2025,"“jika Indonesia sudah maju” What a funny sentence, you can keep dreaming then",7159384928487031809
19/02/2025,"ga ada salah nya orang kabur aja dulu, ga semuanya pengecut... kadang memang diindo skill ngga ada artinya",6870356883736593414
06/10/2025,"Negara maju aja punya sisi buruk, apalagi negara koruptor",7419346870944924705
